,N/A (Born in the US),,,,,,,Before 1950,,,,,,,1950 - 1959,,,,,,,1960 - 1969,,,,,,,1970 - 1979,,,,,,,1980 - 1989,,,,,,,1990 - 1999,,,,,,,2000 - 2009,,,,,,,2010 or later,,,,,,
,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate,no_highschool,highschool_reg,highschool_ged,college_some_no_degree,college_degree,masters,doctorate
-> Congolese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,6837,281,0,1804,555,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,46,11,25,25,24,0,160,223,0,46,176,152,0,408,581,244,85,795,757,42,1210,1230,318,0,986,489,31,541,262,0,28
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,12,0,0,0,51,0,32,13,16,36,0,79,36,0,416,198,0,70,1389,328,0,791,672,281,0,14385,4328,276,2274,2368,198,102
-> Ethiopian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,52917,2207,180,6403,4215,933,72,3,0,0,0,0,0,0,156,0,0,0,0,0,0,60,31,0,26,187,0,0,284,191,25,480,1387,732,97,959,1971,187,2462,3469,1743,270,2586,5569,360,6130,8472,3201,446,11589,10222,841,12258,12917,2688,310,9559,2144,254,2298,2278,850,13
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,29,0,0,0,97,28,0,43,187,65,0,284,288,50,308,202,109,14,597,837,38,1405,850,123,166,4745,4201,416,2462,4019,1195,279,14313,9663,502,7245,9576,2730,447
-> Eritrean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,8860,536,0,1940,2004,554,67,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,22,0,0,0,0,27,0,47,0,86,85,271,0,925,656,95,774,1222,260,65,736,981,74,835,1439,318,58,1494,1493,107,1480,968,216,34,783,372,49,513,181,115,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,13,0,62,139,14,156,0,0,0,304,50,0,200,168,77,0,1569,623,15,271,171,33,25,5605,2778,157,1711,1370,169,19
-> Gambian (2017 or later),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,2047,174,23,505,323,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,111,0,0,41,115,0,22,101,25,0,61,88,33,129,55,34,0,143,133,99,271,235,105,30,492,76,13,222,0,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,0,0,0,0,0,120,0,0,22,0,28,0,105,278,18,187,187,100,0,251,540,86,126,131,25,0
-> Ghanaian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,27138,1280,129,3263,6393,2191,127,0,0,0,0,0,0,0,8,0,0,0,58,0,0,34,48,0,65,117,137,32,149,561,0,548,960,560,220,392,1004,57,751,2508,1720,415,743,3058,352,2821,4579,2598,363,2551,3243,689,4751,6342,2643,286,2434,805,132,1243,1716,558,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,60,0,0,12,18,0,121,318,0,46,192,48,0,124,420,0,55,327,110,15,265,750,128,942,1397,516,37,1661,3207,255,1666,2528,1243,297,5159,3781,695,4094,5999,2334,195
-> Guinean (2017 or later),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,1072,32,0,95,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,16,114,17,0,0,97,0,0,75,281,37,0,113,366,0,99,209,106,0,148,52,0,13,165,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,29,26,0,0,22,0,0,162,174,0,168,107,37,0,480,232,25,142,65,79,0
-> Kenyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,14669,623,37,1675,1334,430,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,23,20,299,203,0,60,79,11,383,437,381,44,42,549,25,784,2912,1629,408,2098,2180,175,4889,5783,2289,307,1393,438,54,768,457,137,24
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,81,0,0,0,0,16,166,0,16,0,136,0,191,155,143,17,0,184,0,868,1522,355,143,1243,1418,82,3029,3672,1145,161,4209,2980,393,4447,4354,1042,92
-> Liberian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,16090,969,22,1644,1481,419,53,0,0,0,0,0,0,0,0,23,0,38,109,0,0,67,65,0,0,46,92,0,69,139,38,198,519,238,0,110,436,31,881,1118,815,43,476,1548,134,1983,3103,1217,107,3103,2487,267,3304,3121,687,214,746,112,0,220,443,93,60
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,66,109,50,14,95,335,0,531,385,47,0,251,719,0,778,886,102,0,1838,2039,0,2511,1595,238,9,4266,2262,9,2000,1870,307,0
-> Nigerian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,82789,6414,912,17640,21401,10076,1352,0,0,0,0,0,0,0,40,14,0,0,114,0,24,109,35,0,83,210,241,164,126,475,0,367,3186,3571,1205,424,858,204,2213,8592,6939,1272,838,3316,369,6247,15355,12374,1609,5782,4295,701,10522,21875,11017,1208,5066,1758,334,2234,5217,1890,215
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,28,16,6,31,0,50,65,37,0,29,218,47,148,326,355,18,235,251,70,457,1506,291,186,134,617,184,981,2266,1090,155,2900,2056,343,2815,7065,4756,538,19811,7975,2250,12363,26862,11101,1178
-> Senegalese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,4535,272,14,521,208,73,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,7,0,56,132,0,52,117,112,0,286,75,54,45,590,312,25,307,134,115,287,520,283,48,284,11,0,35,0,46,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,55,0,0,0,91,104,72,34,44,94,0,342,285,57,210,144,40,0,445,423,105,653,638,298,0,1173,138,35,532,356,308,43
-> Sierra Leonean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,2972,644,0,1543,721,323,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,59,27,0,42,11,66,405,109,0,39,167,33,263,573,127,24,105,386,21,578,1075,190,34,353,1057,168,912,1133,404,20,37,97,0,0,99,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,41,31,0,54,92,83,20,13,293,24,71,252,66,0,378,219,115,242,312,82,0,1722,397,160,942,695,76,38
-> Somali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,54993,886,74,2585,993,48,135,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,30,30,0,76,97,21,0,156,128,44,201,566,172,101,4772,3933,274,4646,3857,601,11,14219,5997,455,6854,4483,296,30,5051,1510,14,1277,393,84,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,111,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,44,70,0,0,44,0,0,392,644,0,488,161,58,48,3789,1131,127,1122,421,39,0,21805,3909,361,1988,1525,86,0
-> South African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,7374,867,99,1962,2629,884,136,11,15,0,0,26,34,0,3,40,0,0,36,13,27,0,62,0,91,226,298,11,17,80,15,162,967,640,104,111,440,96,465,1158,889,179,189,736,143,1402,3470,1394,231,510,951,51,1167,2668,1018,181,160,129,74,109,186,56,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,0,33,0,0,13,0,93,0,59,163,304,11,13,280,50,364,732,422,36,620,469,132,1162,1871,581,180,2003,1574,66,1573,3441,1125,63
-> Sudanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,17191,342,38,1565,900,220,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,15,0,11,0,88,0,15,0,158,168,46,27,64,0,118,447,201,37,617,815,89,1247,1996,704,63,2923,2376,141,4204,3295,1069,314,1146,295,0,467,452,99,12
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,20,0,0,19,134,0,17,0,0,0,374,368,0,375,115,85,12,1668,866,86,582,486,374,23,5036,1455,177,1960,2137,801,49
-> Togo (2017 or later),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,1551,0,0,43,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,28,10,0,70,285,184,0,233,205,73,298,642,311,14,21,89,0,116,143,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,106,81,0,0,0,0,0,319,35,40,52,160,15,0,779,182,0,240,299,75,0
-> Other Subsaharan African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,21423,1046,187,2997,3798,835,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,114,42,9,67,105,26,100,221,203,25,248,341,23,423,714,401,167,644,1479,140,1224,2376,1295,201,2396,1573,413,2876,4609,1754,106,1495,439,22,375,853,199,24
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,25,0,0,0,0,0,0,276,0,0,116,73,0,0,132,199,19,82,129,83,46,468,567,0,722,1809,396,68,2689,1497,245,2466,3843,809,184,7629,3703,406,5110,4198,1686,138
-> Ugandan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,2505,33,14,508,344,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,57,25,0,36,103,34,22,0,0,110,194,83,142,65,18,52,0,134,296,249,29,432,193,0,467,1432,380,65,947,77,0,308,353,77,16
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,25,0,0,15,264,73,0,74,66,0,0,434,32,0,160,115,0,144,562,130,157,809,549,102,1072,1369,339,120
-> Zimbabwean (2017 or later),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,599,48,0,47,91,67,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,38,79,0,0,3,0,0,506,140,0,0,0,59,111,291,214,0,34,0,0,78,0,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,23,43,115,69,0,19,0,0,55,183,228,10,146,159,0,271,452,135,43
-> Western African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,8682,894,186,2771,3179,1662,192,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,27,54,13,107,0,35,0,0,26,48,53,53,107,13,31,277,304,175,92,139,351,0,404,701,211,40,580,495,48,861,1620,257,41,82,107,0,331,184,70,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,15,36,0,49,0,0,0,249,0,0,0,84,47,0,63,96,17,368,271,0,0,567,877,50,468,753,437,0,1443,1101,8,702,1146,207,12
-> African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,553535,237954,43851,261945,194565,57741,5917,0,24,0,8,0,75,0,249,269,20,117,174,303,13,600,1164,257,1093,1729,1178,158,1107,2644,503,2932,6492,4019,799,2767,5380,1108,6735,13613,7225,1151,4940,10263,1658,12759,24250,12594,1450,17693,18672,2061,20466,34166,14022,1409,12417,4809,648,5455,7635,2499,99
not_us_citizen,0,0,0,0,0,0,0,54,0,0,0,0,0,0,28,0,0,34,64,32,0,90,147,9,129,310,7,0,350,684,88,511,1267,179,84,618,1369,425,1846,1529,717,176,3639,5868,558,4371,6536,2939,381,13900,11666,1340,13309,16091,5840,1254,47265,23837,3060,25251,31571,10366,1107
-> Afghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,22571,1872,95,3742,3446,1153,50,0,36,0,0,0,36,0,26,0,40,0,105,0,11,18,33,27,28,29,69,30,256,477,0,463,690,338,40,1907,2930,98,2699,5081,1756,359,1373,2039,186,1933,2353,973,166,2787,1920,355,2630,2996,806,59,1539,735,72,497,495,170,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,14,0,0,54,158,0,0,414,317,31,167,199,30,23,405,163,0,153,69,24,0,1252,627,0,529,532,243,0,24683,7462,260,3689,4650,1543,48
-> Bangladeshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,37068,1317,127,3084,2995,1251,107,0,0,0,0,30,0,0,14,0,0,0,0,0,0,12,74,17,39,42,27,46,221,162,0,255,681,519,221,837,1265,218,917,3588,2463,429,3165,4331,548,3533,11603,5631,441,5374,4442,626,4466,11143,5177,313,2849,1636,319,1131,3270,976,115
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,100,156,0,0,0,58,0,198,123,22,228,91,119,25,903,1285,168,498,1329,438,17,3438,2073,218,561,1977,1164,333,13713,6453,1416,4371,9103,6544,972
-> Bhutanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,3752,12,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,83,0,0,9,0,74,0,2379,778,148,561,768,100,0,2157,496,24,421,277,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,67,0,0,0,0,0,2611,1039,152,200,257,0,0,11067,2730,244,778,831,151,22
-> Nepali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,21578,191,12,552,528,258,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,35,0,15,0,0,34,0,0,153,199,77,133,37,0,105,379,278,94,188,394,0,669,1656,1664,406,4702,3250,244,4109,7920,3240,294,2682,1298,176,1160,1799,537,29
not_us_citizen,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,24,0,43,0,0,0,0,23,100,0,0,86,232,0,543,327,17,323,700,292,154,6008,1688,323,2013,5252,5017,1051,29909,11134,1175,8191,10557,7522,678
-> Asian Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,587111,27990,2064,64680,102462,83697,11635,75,169,0,64,128,138,39,348,428,61,432,680,714,467,1903,2332,272,2635,8083,17242,4387,7747,9423,1428,11722,44503,50287,9479,15793,22525,3038,20945,76459,67705,17553,23438,27787,3046,31746,139110,138489,16508,34825,25523,2420,26476,102604,87686,8779,12041,3889,634,4478,14537,9609,697
not_us_citizen,0,0,0,0,0,0,0,44,23,0,0,13,9,0,73,17,0,0,0,95,8,284,271,14,145,392,318,215,1462,1255,117,593,2503,1973,286,3605,2949,315,1837,5607,4309,1026,9921,7222,592,3801,18066,18622,3142,40716,16805,1506,11029,101223,172079,21099,145953,35058,1803,29658,299274,302839,13113
-> Bengali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,10070,823,40,1723,1067,744,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,65,54,47,33,12,0,6,324,427,132,166,622,36,366,875,475,129,1537,1731,143,1076,3140,1728,259,2016,2047,148,1386,2074,1134,24,521,248,11,271,422,112,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,15,0,0,22,12,21,12,32,55,0,69,0,10,365,359,0,66,344,36,16,1006,595,0,90,193,185,132,2113,1109,22,643,1390,998,102
-> East Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,11067,1480,332,3161,5436,2775,464,55,0,0,12,0,0,0,138,76,0,12,44,106,27,368,241,50,228,804,806,171,398,758,208,691,1880,1669,329,1072,1433,290,1579,2983,1907,472,1239,1889,400,1108,2502,1930,195,1533,1035,295,1037,1777,1062,254,313,85,7,125,376,335,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,32,33,67,0,70,28,13,13,119,45,15,104,199,12,19,370,78,32,293,422,67,227,874,208,41,1107,443,244,398,1120,1400,151,1196,822,76,166,2064,1488,116
-> Punjabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,6531,663,39,1576,1782,782,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,28,0,44,55,110,0,406,192,0,88,407,171,0,818,587,67,343,645,433,12,908,1358,161,1021,2103,646,109,1596,779,44,634,1461,363,36,279,27,26,85,156,107,11
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,70,0,0,8,21,0,0,322,89,0,103,72,0,0,316,364,0,126,108,45,11,498,558,25,122,460,198,64,1234,900,107,499,1053,455,12
-> Pakistani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,96925,7006,460,15117,20999,9172,1244,85,0,0,0,0,0,0,33,94,67,3,43,41,0,152,252,16,153,373,741,309,887,1277,17,1548,5688,3952,659,4173,4656,402,4049,13055,6932,598,5583,8473,780,8795,25486,14827,1182,12051,7901,1232,10630,23082,12249,819,5670,1717,293,2014,4674,2343,51
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,13,13,17,20,78,212,25,83,126,115,12,513,701,85,471,826,252,58,2476,1684,119,1338,2518,1146,118,6039,3672,351,2696,6559,4855,564,21048,9193,593,6435,15323,11864,1019
-> Sri Lankan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,6669,573,0,1233,1420,1312,265,0,0,0,0,0,0,0,0,10,0,0,0,0,0,41,0,28,8,23,144,28,31,307,48,271,660,914,60,307,635,60,581,1328,1177,633,320,738,83,820,2434,1557,324,846,828,320,969,1931,1166,286,214,73,1,186,217,147,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,31,42,37,10,52,22,16,54,285,56,43,298,393,0,237,537,309,53,770,676,53,779,2002,1120,793,1999,1307,221,1319,4115,1571,446
-> Burmese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,29782,467,0,1073,1008,227,83,9,0,0,0,0,0,0,0,0,0,37,14,26,0,37,17,0,44,120,51,9,280,48,39,128,537,178,39,688,304,70,401,613,538,63,963,761,104,1186,2929,1127,113,8915,4131,149,3376,4593,863,45,3428,1030,29,852,919,116,13
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53,0,47,0,0,0,99,9,0,28,154,26,0,973,159,18,62,90,105,19,18001,3759,261,1639,1334,418,42,46237,8633,858,3910,3632,679,36
-> Cambodian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,62191,17195,2711,17979,14748,1897,138,26,0,0,0,0,0,0,57,5,0,41,0,0,0,445,204,0,95,25,32,0,3195,1566,338,1709,2544,591,31,20724,11219,1984,8751,12547,2263,245,3581,3342,530,1995,2018,262,72,5662,4162,551,2079,2667,543,82,1822,895,74,503,470,63,37
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,62,0,0,0,0,56,0,0,0,0,0,0,629,46,176,249,2,32,0,5737,2723,773,1973,1289,101,0,1477,649,59,176,214,12,0,2108,1304,85,553,492,234,0,4815,1978,142,1103,1760,333,37
-> Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,581137,66747,4570,138325,303327,123173,18382,2272,1349,40,889,1870,1086,577,4035,2326,83,2125,5562,3906,1734,10994,7366,789,8875,24998,17340,5904,37801,22150,2826,22630,64542,36411,7761,79222,50019,4871,32073,115683,67971,24735,66999,55759,4497,36883,120866,90879,31817,97566,41595,2940,30988,75162,31085,12198,30904,7375,564,5574,12265,4763,708
not_us_citizen,0,0,0,0,0,0,0,221,84,23,31,203,0,0,206,157,0,104,98,88,0,981,171,36,329,679,315,120,2898,1406,110,818,1457,580,165,12130,5503,459,1879,5192,3105,1231,36549,18082,1227,5753,20597,18998,9672,67796,51480,2701,20694,56945,53287,41320,129567,90797,5240,96145,174049,121224,37678
-> Cantonese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,1430,292,72,684,1366,540,0,8,23,0,0,0,11,0,117,0,0,32,38,35,0,245,74,12,165,153,102,0,335,205,39,253,464,124,0,745,619,65,210,618,223,15,370,316,12,113,462,177,15,258,220,24,128,454,32,0,33,14,0,22,61,15,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,12,0,0,0,13,0,0,0,15,0,0,38,3,0,59,32,9,0,38,0,0,66,18,0,63,24,73,36,120,100,0,18,138,85,17,576,167,9,44,241,132,94
-> Mongolian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,4129,345,61,515,653,164,0,0,0,0,0,0,0,0,0,0,0,0,67,46,0,9,11,0,0,0,0,0,91,27,0,0,74,21,14,48,79,0,70,161,35,21,3,118,0,32,385,225,25,379,269,59,421,923,470,41,62,0,0,65,193,0,11
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,19,57,0,0,10,0,0,0,85,0,0,44,0,0,4,33,0,48,697,210,0,544,363,129,966,2204,728,54,1306,222,22,675,1712,920,84
-> Tibetan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,2523,224,0,129,163,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,18,20,57,28,9,0,35,18,0,54,113,0,49,36,38,0,1234,238,67,354,652,254,40,1957,865,154,617,1122,167,43,493,109,57,56,97,6,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,14,19,0,92,166,0,59,40,13,0,883,354,56,210,148,31,0,1200,601,102,182,292,108,14
-> Hong Kong (2017 or later),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_citizen,693,176,0,346,728,142,85,0,0,0,0,0,0,0,0,21,0,0,0,0,0,30,27,21,0,96,17,0,86,31,8,30,189,48,22,254,115,33,300,377,329,27,354,159,25,421,813,240,32,103,84,45,110,314,139,20,39,13,0,33,72,0,0
not_us_citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,79,0,35,23,18,17,58,73,0,23,36,0,14,156,73,52,182,162,0,208,467,221,32
-> Filipino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
